ip.len,ip.flags.df,ip.flags.mf,tcp.port,tcp.window_size,tcp.ack_raw,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size.1,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,udp.length,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,gtp.ext_hdr,gtp.ext_hdr.length,gtp.ext_hdr.pdu_ses_con.pdu_type,gtp.ext_hdr.pdu_ses_con.qos_flow_id,gtp.ext_hdr.pdu_ses_cont.ppp,gtp.ext_hdr.pdu_ses_cont.rqi,gtp.flags,gtp.flags.e,gtp.flags.payload,gtp.flags.pn,gtp.flags.reserved,gtp.flags.s,gtp.flags.version,gtp.length,gtp.message,gtp.teid,label
96,1,0,80.0,0.0,1256009708.0,0.0,0.0,0.0,64,17,29056.0,74.0,1.0,0.0,672.0,0.0,16,0.145287,0.0,0.0,0.0,2152,76,1132.372708,0.145287,0.292284,0.145287,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
116,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,96,589.742817,8.7e-05,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,80,255,1,0
155,1,0,46758.0,0.0,643246183.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,71.0,876.0,0.0,24,0.0,0.0,0.0,1.0,2152,135,1476.623013,0.0,0.04606,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,119,255,138,0
116,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,96,1649.304225,0.002322,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,80,255,1,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,1143,8,0.002904,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,1,0,36422.0,0.0,3592038340.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,73.0,49.0,0.0,24,0.0,0.0,0.0,1.0,2152,149,86.800321,0.0,0.191213,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,133,255,146,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,5975,8,0.125523,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,108,589.74273,0.016568,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,92,255,1,0
307,1,0,80.0,0.0,3999095954.0,0.0,0.0,0.0,64,17,4194304.0,72.0,1.0,223.0,640.0,0.0,24,0.0,0.0,0.0,0.0,2152,287,1076.809945,0.004331,0.093272,0.004331,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,271,255,1,0
113,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,93,1102.349144,0.015121,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,77,255,1,0
99,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,79,1456.880795,0.000107,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,63,255,146,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,2008,8,0.039712,7e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,8243,8,0.170914,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
372,1,0,80.0,0.0,440856371.0,0.0,0.0,0.0,64,17,29056.0,74.0,1.0,276.0,445.0,0.0,24,0.0,0.0,0.0,0.0,2152,352,747.601325,0.002831,0.293645,0.002831,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,336,255,1,0
96,1,0,80.0,0.0,1312328699.0,0.0,0.0,0.0,64,17,65536.0,75.0,1.0,0.0,497.0,0.0,16,0.01448,0.0,0.0,0.0,2152,76,834.302674,0.01448,0.030532,0.01448,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
97,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,77,113.052206,2.934586,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,61,255,138,0
96,1,0,53158.0,0.0,996255457.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,0.0,889.0,0.0,16,0.001634,0.0,0.0,0.0,2152,76,1499.634736,0.001634,0.14499,0.001634,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,8548,8,0.181741,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,80.0,0.0,1409365382.0,0.0,0.0,0.0,64,17,29056.0,75.0,277.0,0.0,45.0,0.0,17,0.18926,0.0,0.0,0.0,2152,76,81.769372,0.18926,0.618573,0.18926,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
307,1,0,80.0,0.0,4283755254.0,0.0,0.0,0.0,64,17,4194304.0,72.0,1.0,223.0,397.0,0.0,24,0.0,0.0,0.0,0.0,2152,287,666.72764,0.004754,0.092448,0.004754,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,271,255,1,0
99,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,79,172.735893,1e-06,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,63,255,146,0
104,1,0,34780.0,0.0,0.0,0.0,0.0,0.0,64,17,64240.0,0.0,0.0,0.0,125.0,0.0,2,0.0,0.0,0.0,0.0,2152,84,212.748336,0.002235,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,68,255,142,0
96,1,0,41300.0,0.0,142818386.0,0.0,0.0,0.0,64,17,64640.0,703.0,427.0,0.0,381.0,0.0,16,0.0,0.0,0.0,0.0,2152,76,743.012023,0.349895,102.38553,10.225488,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,138,0
155,1,0,41252.0,0.0,3983878049.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,71.0,723.0,0.0,24,0.0,0.0,0.0,1.0,2152,135,1220.302806,0.0,0.045172,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,119,255,138,0
307,1,0,80.0,0.0,3810565287.0,0.0,0.0,0.0,64,17,4194304.0,72.0,1.0,223.0,563.0,0.0,24,0.0,0.0,0.0,0.0,2152,287,948.673923,0.004764,0.093976,0.004764,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,271,255,1,0
96,1,0,80.0,0.0,523221726.0,0.0,0.0,0.0,64,17,29056.0,75.0,277.0,0.0,314.0,0.0,17,0.188417,0.0,0.0,0.0,2152,76,528.254514,0.03579,0.569606,0.188417,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
169,1,0,50386.0,0.0,602404354.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,73.0,27.0,0.0,24,0.0,0.0,0.0,1.0,2152,149,48.846583,0.0,0.192946,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,133,255,146,0
96,1,0,80.0,0.0,3632218891.0,0.0,0.0,0.0,64,17,29056.0,74.0,1.0,0.0,830.0,0.0,16,0.145535,0.0,0.0,0.0,2152,76,1398.630871,0.145535,0.292537,0.145535,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
96,1,0,80.0,0.0,238361860.0,0.0,0.0,0.0,64,17,29056.0,75.0,277.0,0.0,30.0,0.0,17,0.187076,0.0,0.0,0.0,2152,76,54.66931,0.187076,0.593036,0.187076,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
104,1,0,40602.0,0.0,0.0,0.0,0.0,0.0,64,17,64240.0,0.0,0.0,0.0,275.0,0.0,2,0.0,0.0,0.0,0.0,2152,84,461.601607,0.001608,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,68,255,138,0
96,1,0,80.0,0.0,2009649263.0,0.0,0.0,0.0,64,17,29056.0,74.0,1.0,0.0,6.0,0.0,16,0.154476,0.0,0.0,0.0,2152,76,11.201889,0.154476,0.313499,0.154476,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
84,1,0,38472.0,0.0,2874713217.0,0.0,0.0,0.0,64,17,64128.0,225.0,73.0,0.0,631.0,0.0,16,0.001547,0.0,0.0,0.0,2152,64,1061.482703,0.001547,0.141843,0.001547,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,48,255,138,0
104,1,0,42158.0,0.0,0.0,0.0,0.0,0.0,64,17,64240.0,0.0,0.0,0.0,410.0,0.0,2,0.0,0.0,0.0,0.0,2152,84,688.466526,0.001949,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,68,255,146,0
104,1,0,80.0,0.0,621455972.0,0.0,0.0,0.0,64,17,64768.0,1.0,0.0,0.0,767.0,0.0,18,0.149465,0.0,0.0,0.0,2152,84,1293.640908,0.149465,0.149465,0.149465,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,68,255,1,0
84,1,0,45942.0,0.0,3252884695.0,0.0,0.0,0.0,64,17,64128.0,225.0,73.0,0.0,20.0,0.0,16,0.0015,0.0,0.0,0.0,2152,64,36.315731,0.0015,0.141104,0.0015,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,48,255,138,0
170,1,0,40544.0,0.0,1251173818.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,74.0,503.0,0.0,24,0.0,0.0,0.0,1.0,2152,150,844.471233,0.000104,0.01771,0.000104,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,134,255,142,0
155,1,0,52438.0,0.0,4247301431.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,71.0,621.0,0.0,24,0.0,0.0,0.0,1.0,2152,135,1046.003986,0.0,0.044844,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,119,255,138,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,3593,8,0.081836,0.000119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,79,1020.2213,1e-06,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,63,255,146,0
84,1,0,34500.0,0.0,112621123.0,0.0,0.0,0.0,64,17,64128.0,225.0,73.0,0.0,354.0,0.0,16,0.001484,0.0,0.0,0.0,2152,64,594.992358,0.001484,0.142173,0.001484,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,48,255,138,0
96,1,0,49438.0,0.0,749485312.0,0.0,0.0,0.0,64,17,64128.0,277.0,74.0,0.0,716.0,0.0,17,0.0,0.0,0.0,0.0,2152,76,1206.929768,0.001274,0.296824,0.001274,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
96,1,0,80.0,0.0,3056131283.0,0.0,0.0,0.0,64,17,65536.0,75.0,1.0,0.0,776.0,0.0,16,0.015942,0.0,0.0,0.0,2152,76,1308.096529,0.015942,0.03374,0.015942,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
100,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,80,1048.180528,0.836213,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,64,255,142,0
96,1,0,41272.0,0.0,1007593960.0,0.0,0.0,0.0,64,17,64128.0,277.0,74.0,0.0,145.0,0.0,16,0.001379,0.0,0.0,0.0,2152,76,248.738946,0.001379,0.383752,0.001379,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
96,1,0,50942.0,0.0,4108965256.0,0.0,0.0,0.0,64,17,64128.0,277.0,74.0,0.0,570.0,0.0,16,0.001678,0.0,0.0,0.0,2152,76,961.80301,0.001678,0.314633,0.001678,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
96,1,0,32896.0,0.0,2629698091.0,0.0,0.0,0.0,64,17,64128.0,278.0,75.0,0.0,632.0,0.0,16,0.00126,0.0,0.0,0.0,2152,76,1063.312422,0.00126,0.445327,0.00126,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
195,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,175,784.755678,7e-05,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,159,255,1,0
104,1,0,40524.0,0.0,0.0,0.0,0.0,0.0,64,17,64240.0,0.0,0.0,0.0,97.0,0.0,2,0.0,0.0,0.0,0.0,2152,84,163.308093,0.002124,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,68,255,142,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,3260,8,0.07724,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,1,0,80.0,0.0,3483307801.0,0.0,0.0,0.0,64,17,4194304.0,73.0,224.0,0.0,489.0,0.0,17,0.0,0.0,0.0,0.0,2152,64,820.565892,7.1e-05,0.139221,7.1e-05,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,48,255,1,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,4797,8,0.109321,7e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,1,0,45932.0,0.0,387648245.0,0.0,0.0,0.0,64,17,64128.0,225.0,73.0,0.0,196.0,0.0,16,0.001597,0.0,0.0,0.0,2152,64,338.73805,0.001597,0.142107,0.001597,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,48,255,138,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,7926,8,0.164691,8.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,44556.0,0.0,1411287758.0,0.0,0.0,0.0,64,17,64128.0,278.0,75.0,0.0,892.0,0.0,16,0.001673,0.0,0.0,0.0,2152,76,1505.250041,0.001673,0.439906,0.001673,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
155,1,0,38100.0,0.0,3168102125.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,71.0,57.0,0.0,24,0.0,0.0,0.0,1.0,2152,135,97.73926,0.0,0.045952,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,119,255,138,0
96,1,0,80.0,0.0,3707046465.0,0.0,0.0,0.0,64,17,66816.0,428.0,1.0,0.0,381.0,0.0,16,0.014348,0.0,0.0,0.0,2152,76,640.657009,0.000633,0.030516,0.014348,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
624,1,0,80.0,0.0,1564608129.0,0.0,0.0,0.0,64,17,65536.0,75.0,1.0,528.0,418.0,0.0,24,0.0,0.0,0.0,0.0,2152,604,701.879245,0.027355,0.061036,0.027355,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,588,255,1,0
96,1,0,80.0,0.0,4184355174.0,0.0,0.0,0.0,64,17,65535.0,1.0,0.0,0.0,930.0,0.0,18,0.043918,0.0,0.0,0.0,2152,76,1568.910137,0.043918,0.043918,0.043918,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
99,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,79,784.740205,0.064114,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,63,255,146,0
96,1,0,80.0,0.0,3869137845.0,0.0,0.0,0.0,64,17,29056.0,74.0,1.0,0.0,913.0,0.0,16,0.144205,0.0,0.0,0.0,2152,76,1542.365476,0.010348,0.290224,0.144205,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,7792,8,0.158275,5.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,1494,8,0.018799,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,80,589.726058,0.002177,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,64,255,142,0
128,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,108,120.480929,0.014078,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,92,255,1,0
84,1,0,60802.0,0.0,1946920672.0,0.0,0.0,0.0,64,17,64128.0,224.0,72.0,0.0,394.0,0.0,17,0.0,0.0,0.0,0.0,2152,64,661.607771,0.001289,0.097991,0.001289,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,48,255,138,0
104,1,0,56426.0,0.0,0.0,0.0,0.0,0.0,64,17,64240.0,0.0,0.0,0.0,725.0,0.0,2,0.0,0.0,0.0,0.0,2152,84,1222.605844,0.001911,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,68,255,146,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,4128,8,0.095331,1.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,7721,8,0.154079,9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,39102.0,0.0,2994775401.0,0.0,0.0,0.0,64,17,64128.0,529.0,75.0,0.0,137.0,0.0,17,0.0,0.0,0.0,0.0,2152,76,234.48165,0.000484,0.319674,0.000484,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
1444,1,0,443.0,0.0,1933024679.0,0.0,0.0,0.0,64,17,69120.0,1399.0,207764.0,1348.0,379.0,0.0,16,0.0,1.0,1348.0,0.0,2152,1424,640.740315,0.0001,0.886615,0.0001,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,1408,255,1,0
96,1,0,80.0,0.0,2971546107.0,0.0,0.0,0.0,64,17,65535.0,1.0,0.0,0.0,998.0,0.0,18,0.04356,0.0,0.0,0.0,2152,76,1681.667695,0.04356,0.04356,0.04356,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,1185,8,0.003343,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,80.0,0.0,653692684.0,0.0,0.0,0.0,64,17,29056.0,75.0,277.0,0.0,331.0,0.0,17,0.143537,0.0,0.0,0.0,2152,76,554.822556,0.143537,0.436041,0.143537,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
96,1,0,38390.0,0.0,3282398346.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,0.0,270.0,0.0,16,0.001567,0.0,0.0,0.0,2152,76,452.799057,0.001567,0.144208,0.001567,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
104,1,0,46456.0,0.0,0.0,0.0,0.0,0.0,64,17,64240.0,0.0,0.0,0.0,426.0,0.0,2,0.0,0.0,0.0,0.0,2152,84,715.170205,0.002179,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,68,255,146,0
96,1,0,46456.0,0.0,2919057991.0,0.0,0.0,0.0,64,17,64128.0,277.0,74.0,0.0,426.0,0.0,16,0.001252,0.0,0.0,0.0,2152,76,715.465999,0.001252,0.295794,0.001252,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
96,1,0,51332.0,0.0,513724196.0,0.0,0.0,0.0,64,17,64128.0,529.0,75.0,0.0,229.0,0.0,17,0.0,0.0,0.0,0.0,2152,76,391.107064,0.000447,0.062183,0.000447,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
96,1,0,80.0,0.0,3699002671.0,0.0,0.0,0.0,64,17,29056.0,74.0,1.0,0.0,949.0,0.0,16,0.141986,0.0,0.0,0.0,2152,76,1600.920808,0.141986,0.28573,0.141986,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
96,1,0,60586.0,0.0,839559613.0,0.0,0.0,0.0,64,17,64128.0,278.0,75.0,0.0,839.0,0.0,16,0.001453,0.0,0.0,0.0,2152,76,1414.742619,0.001453,0.43435,0.001453,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
84,1,0,80.0,0.0,1382953530.0,0.0,0.0,0.0,64,17,4194304.0,72.0,1.0,0.0,164.0,0.0,16,0.043246,0.0,0.0,0.0,2152,64,282.308404,0.007188,0.088211,0.043246,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,48,255,1,0
84,1,0,34212.0,0.0,736144865.0,0.0,0.0,0.0,64,17,64128.0,224.0,72.0,0.0,676.0,0.0,17,0.0,0.0,0.0,0.0,2152,64,1138.320407,9.4e-05,0.096037,9.4e-05,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,48,255,138,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,8308,8,0.174695,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,47624.0,0.0,504158205.0,0.0,0.0,0.0,64,17,64128.0,278.0,75.0,0.0,18.0,0.0,16,0.001743,0.0,0.0,0.0,2152,76,32.994153,0.001743,0.571557,0.001743,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
195,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,175,1414.306322,0.015341,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,159,255,1,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,8522,8,0.180224,0.000543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,1,0,80.0,0.0,572720223.0,0.0,0.0,0.0,64,17,4194304.0,73.0,224.0,0.0,256.0,0.0,17,0.0,0.0,0.0,0.0,2152,64,430.992298,9.3e-05,0.137522,9.3e-05,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,48,255,1,0
169,1,0,36556.0,0.0,2545255761.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,73.0,398.0,0.0,24,0.0,0.0,0.0,1.0,2152,149,667.135424,0.00013,0.145918,0.00013,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,133,255,146,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,2804,8,0.053873,0.000124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,46052.0,0.0,921688156.0,0.0,0.0,0.0,64,17,64128.0,529.0,75.0,0.0,692.0,0.0,16,0.002176,0.0,0.0,0.0,2152,76,1165.447529,0.002176,0.061874,0.002176,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
96,1,0,42124.0,0.0,1756372064.0,0.0,0.0,0.0,64,17,64128.0,278.0,75.0,0.0,92.0,0.0,16,0.001528,0.0,0.0,0.0,2152,76,157.051083,0.001528,0.441096,0.001528,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,4290,8,0.105776,5.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,1,0,49124.0,0.0,2368587147.0,0.0,0.0,0.0,64,17,64128.0,225.0,73.0,0.0,534.0,0.0,16,0.001832,0.0,0.0,0.0,2152,64,897.461701,0.001832,0.142365,0.001832,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,48,255,138,0
96,1,0,80.0,0.0,2506166011.0,0.0,0.0,0.0,64,17,65535.0,1.0,0.0,0.0,554.0,0.0,18,0.043999,0.0,0.0,0.0,2152,76,933.247512,0.043999,0.043999,0.043999,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
96,1,0,46052.0,0.0,921687628.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,0.0,692.0,0.0,16,0.001513,0.0,0.0,0.0,2152,76,1165.401491,0.001513,0.015836,0.001513,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,8260,8,0.172345,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,80.0,0.0,2034827746.0,0.0,0.0,0.0,64,17,65536.0,75.0,1.0,0.0,1002.0,0.0,16,0.013444,0.0,0.0,0.0,2152,76,1690.081201,0.013444,0.028878,0.013444,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
267,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,247,1030.882398,0.014639,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,231,255,1,0
96,1,0,51416.0,0.0,76223347.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,0.0,45.0,0.0,16,0.001935,0.0,0.0,0.0,2152,76,81.342188,0.001935,0.191389,0.001935,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,1125,8,0.001088,1.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,79,1526.09386,0.0,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,63,255,146,0
195,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,175,634.858837,0.013616,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,159,255,1,0
