ip.len,ip.flags.df,ip.flags.mf,tcp.port,tcp.window_size,tcp.ack_raw,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size.1,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,udp.length,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,gtp.ext_hdr,gtp.ext_hdr.length,gtp.ext_hdr.pdu_ses_con.pdu_type,gtp.ext_hdr.pdu_ses_con.qos_flow_id,gtp.ext_hdr.pdu_ses_cont.ppp,gtp.ext_hdr.pdu_ses_cont.rqi,gtp.flags,gtp.flags.e,gtp.flags.payload,gtp.flags.pn,gtp.flags.reserved,gtp.flags.s,gtp.flags.version,gtp.length,gtp.message,gtp.teid,label
128,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,108,737.488734,0.015085,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,92,255,1,0
104,1,0,80.0,0.0,653692610.0,0.0,0.0,0.0,64,17,28960.0,1.0,0.0,0.0,331.0,0.0,18,0.143922,0.0,0.0,0.0,2152,84,554.530437,0.143922,0.143922,0.143922,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,68,255,1,0
84,1,0,59074.0,0.0,2107189463.0,0.0,0.0,0.0,64,17,64128.0,225.0,73.0,0.0,735.0,0.0,16,0.001432,0.0,0.0,0.0,2152,64,1240.904465,0.001432,0.139718,0.001432,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,48,255,138,0
96,1,0,80.0,0.0,3022556771.0,0.0,0.0,0.0,64,17,65536.0,76.0,529.0,0.0,221.0,0.0,17,0.017114,0.0,0.0,0.0,2152,76,380.931653,0.017114,0.077789,0.017114,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
267,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,247,1190.65685,0.01328,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,231,255,1,0
96,1,0,34332.0,0.0,1417945454.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,0.0,614.0,0.0,16,0.001782,0.0,0.0,0.0,2152,76,1032.935405,0.001782,0.015587,0.001782,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,2488,8,0.044534,1.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,161,1261.258619,0.00014,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,145,255,1,0
100,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,80,859.722068,0.000146,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,64,255,142,0
56,0,0,0,0,0,0,0,0,64,1,0,0,0,0,0,0,0,0,0,0,0,1100,8,0.00026,2.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,161,77.185789,0.000324,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,145,255,1,0
96,1,0,80.0,0.0,4956117.0,0.0,0.0,0.0,64,17,29056.0,75.0,277.0,0.0,933.0,0.0,17,0.145715,0.0,0.0,0.0,2152,76,1574.452821,0.145715,0.442302,0.145715,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
170,1,0,50718.0,0.0,2461701888.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,74.0,1002.0,0.0,24,0.0,0.0,0.0,1.0,2152,150,1690.067757,0.000365,0.015434,0.000365,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,134,255,142,0
104,1,0,80.0,0.0,2160685800.0,0.0,0.0,0.0,64,17,28960.0,1.0,0.0,0.0,994.0,0.0,18,0.145432,0.0,0.0,0.0,2152,84,1675.301632,0.145432,0.145432,0.145432,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,68,255,1,0
100,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,80,915.773561,0.0,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,64,255,142,0
96,1,0,34052.0,0.0,2827996175.0,0.0,0.0,0.0,64,17,64128.0,529.0,75.0,0.0,1014.0,0.0,16,0.001847,0.0,0.0,0.0,2152,76,1710.472803,0.001847,0.058503,0.001847,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
84,1,0,51396.0,0.0,1925094469.0,0.0,0.0,0.0,64,17,64128.0,224.0,72.0,0.0,372.0,0.0,17,0.0,0.0,0.0,0.0,2152,64,625.695137,0.000225,0.094162,0.000225,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,48,255,138,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,6344,8,0.137148,8.8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,3572,8,0.079846,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,142,528.216835,0.013962,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,126,255,1,0
128,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,108,818.991911,0.013758,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,92,255,1,0
96,1,0,80.0,0.0,3226734194.0,0.0,0.0,0.0,64,17,65535.0,1.0,0.0,0.0,409.0,0.0,18,0.043555,0.0,0.0,0.0,2152,76,687.180498,0.043555,0.043555,0.043555,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
307,1,0,80.0,0.0,67212084.0,0.0,0.0,0.0,64,17,4194304.0,72.0,1.0,223.0,717.0,0.0,24,0.0,0.0,0.0,0.0,2152,287,1210.100412,0.005542,0.095432,0.005542,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,271,255,1,0
84,1,0,80.0,0.0,3505388162.0,0.0,0.0,0.0,64,17,4194304.0,73.0,224.0,0.0,150.0,0.0,17,0.044209,0.0,0.0,0.0,2152,64,256.729277,0.044209,0.140038,0.044209,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,48,255,1,0
100,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,80,854.631032,0.139643,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,64,255,142,0
96,1,0,80.0,0.0,2220328381.0,0.0,0.0,0.0,64,17,29056.0,74.0,1.0,0.0,722.0,0.0,16,0.14532,0.0,0.0,0.0,2152,76,1217.574401,0.14532,0.292468,0.14532,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
624,1,0,80.0,0.0,485855234.0,0.0,0.0,0.0,64,17,65536.0,75.0,1.0,528.0,113.0,0.0,24,0.0,0.0,0.0,0.0,2152,604,191.656603,0.29072,0.324209,0.29072,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,588,255,1,0
96,1,0,43038.0,0.0,3342916403.0,0.0,0.0,0.0,64,17,64128.0,529.0,75.0,0.0,10.0,0.0,16,0.00163,0.0,0.0,0.0,2152,76,19.102119,0.00163,0.318426,0.00163,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,8115,8,0.16545,1.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,247,666.986012,0.013865,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,231,255,1,0
84,1,0,80.0,0.0,2258725276.0,0.0,0.0,0.0,64,17,4194304.0,72.0,1.0,0.0,126.0,0.0,16,0.043195,0.0,0.0,0.0,2152,64,215.668513,0.043195,0.088202,0.043195,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,48,255,1,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,7779,8,0.157239,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,80.0,0.0,4062806714.0,0.0,0.0,0.0,64,17,65536.0,75.0,1.0,0.0,38.0,0.0,16,0.014471,0.0,0.0,0.0,2152,76,66.989719,0.014471,0.030634,0.014471,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
96,1,0,80.0,0.0,4155790069.0,0.0,0.0,0.0,64,17,65535.0,1.0,0.0,0.0,912.0,0.0,18,0.043716,0.0,0.0,0.0,2152,76,1538.132989,0.043716,0.043716,0.043716,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,1816,8,0.025563,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,1,0,44922.0,0.0,198940192.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,73.0,936.0,0.0,24,0.0,0.0,0.0,1.0,2152,149,1579.482359,0.000178,0.146138,0.000178,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,133,255,146,0
195,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,175,1137.402771,0.014723,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,159,255,1,0
84,1,0,35818.0,0.0,1886217418.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,0.0,852.0,0.0,16,0.001353,0.0,0.0,0.0,2152,64,1435.596202,0.001353,0.044955,0.001353,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,48,255,138,0
96,1,0,37424.0,0.0,1250893977.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,0.0,440.0,0.0,16,0.001472,0.0,0.0,0.0,2152,76,737.50833,0.001472,0.01602,0.001472,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,4742,8,0.108373,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,1,0,80.0,0.0,2199210844.0,0.0,0.0,0.0,64,17,4194304.0,73.0,224.0,0.0,979.0,0.0,16,0.043637,0.0,0.0,0.0,2152,64,1651.014789,0.043637,0.140444,0.043637,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,48,255,1,0
96,1,0,59514.0,0.0,281030235.0,0.0,0.0,0.0,64,17,64128.0,529.0,75.0,0.0,146.0,0.0,16,0.001527,0.0,0.0,0.0,2152,76,250.530254,0.001527,0.318036,0.001527,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
97,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,77,482.081124,2.150108,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,61,255,138,0
104,1,0,37204.0,0.0,0.0,0.0,0.0,0.0,64,17,64240.0,0.0,0.0,0.0,72.0,0.0,2,0.0,0.0,0.0,0.0,2152,84,123.318943,0.002003,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,68,255,138,0
100,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,80,365.522323,1.149277,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,64,255,142,0
84,1,0,43042.0,0.0,1113876016.0,0.0,0.0,0.0,64,17,64128.0,225.0,73.0,0.0,389.0,0.0,16,0.001702,0.0,0.0,0.0,2152,64,651.396983,0.001702,0.139983,0.001702,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,48,255,138,0
104,1,0,45770.0,0.0,0.0,0.0,0.0,0.0,64,17,64240.0,0.0,0.0,0.0,902.0,0.0,2,0.0,0.0,0.0,0.0,2152,84,1521.961909,0.00217,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,68,255,142,0
96,1,0,46456.0,0.0,2919057991.0,0.0,0.0,0.0,64,17,64128.0,277.0,74.0,0.0,426.0,0.0,17,0.0,0.0,0.0,0.0,2152,76,715.467406,0.001407,0.297201,0.001407,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
100,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,80,88.348606,0.0,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,64,255,142,0
96,1,0,80.0,0.0,2889080765.0,0.0,0.0,0.0,64,17,65536.0,76.0,529.0,0.0,781.0,0.0,17,0.013662,0.0,0.0,0.0,2152,76,1318.324564,0.013662,0.073613,0.013662,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
96,1,0,34086.0,0.0,1522863606.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,0.0,127.0,0.0,16,0.002823,0.0,0.0,0.0,2152,76,216.138125,0.002823,0.146232,0.002823,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
104,1,0,80.0,0.0,1854275895.0,0.0,0.0,0.0,64,17,28960.0,1.0,0.0,0.0,407.0,0.0,18,0.188771,0.0,0.0,0.0,2152,84,683.243019,0.188771,0.188771,0.188771,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,68,255,1,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,8484,8,0.177145,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,80.0,0.0,1050106052.0,0.0,0.0,0.0,64,17,29056.0,75.0,277.0,0.0,305.0,0.0,17,0.191669,0.0,0.0,0.0,2152,76,512.205622,0.191669,0.57966,0.191669,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
96,1,0,42598.0,0.0,1719975411.0,0.0,0.0,0.0,64,17,64128.0,277.0,74.0,0.0,939.0,0.0,17,0.0,0.0,0.0,0.0,2152,76,1584.95737,0.000282,0.298028,0.000282,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,2648,8,0.048242,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,1,0,80.0,0.0,3917685294.0,0.0,0.0,0.0,64,17,65535.0,1.0,0.0,0.0,171.0,0.0,18,0.013544,0.0,0.0,0.0,2152,84,293.038154,0.013544,0.013544,0.013544,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,68,255,1,0
1444,1,0,443.0,0.0,1933024679.0,0.0,0.0,0.0,64,17,69120.0,1399.0,281904.0,1348.0,379.0,0.0,16,0.0,1.0,1348.0,0.0,2152,1424,640.749331,0.000201,0.895631,0.000201,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,1408,255,1,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,4225,8,0.100518,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,1,0,80.0,0.0,4192343095.0,0.0,0.0,0.0,64,17,28960.0,1.0,0.0,0.0,182.0,0.0,18,0.145235,0.0,0.0,0.0,2152,84,313.290881,0.145235,0.145235,0.145235,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,68,255,1,0
96,1,0,35318.0,0.0,1245358334.0,0.0,0.0,0.0,64,17,64128.0,529.0,75.0,0.0,547.0,0.0,17,0.0,0.0,0.0,0.0,2152,76,920.943317,0.000693,0.05941,0.000693,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
96,1,0,39574.0,0.0,1245592634.0,0.0,0.0,0.0,64,17,64128.0,530.0,76.0,0.0,19.0,0.0,16,0.001563,0.0,0.0,0.0,2152,76,35.177409,0.001563,0.333138,0.001563,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,3293,8,0.077681,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,49396.0,0.0,3560394812.0,0.0,0.0,0.0,64,17,64128.0,529.0,75.0,0.0,165.0,0.0,16,0.001727,0.0,0.0,0.0,2152,76,282.640947,0.001727,0.320892,0.001727,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
169,1,0,52814.0,0.0,2219473124.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,73.0,280.0,0.0,24,0.0,0.0,0.0,1.0,2152,149,468.856584,0.00012,0.146071,0.00012,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,133,255,146,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,8120,8,0.165489,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,1,0,47770.0,0.0,0.0,0.0,0.0,0.0,64,17,64240.0,0.0,0.0,0.0,29.0,0.0,2,0.0,0.0,0.0,0.0,2152,84,51.552484,0.002157,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,68,255,138,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,2962,8,0.066622,0.000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,1,0,80.0,0.0,2708921742.0,0.0,0.0,0.0,64,17,4194304.0,72.0,1.0,0.0,350.0,0.0,16,0.043377,0.0,0.0,0.0,2152,64,589.812741,0.008861,0.08886,0.043377,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,48,255,1,0
96,1,0,52872.0,0.0,3835508931.0,0.0,0.0,0.0,64,17,64128.0,529.0,75.0,0.0,607.0,0.0,17,0.0,0.0,0.0,0.0,2152,76,1022.795385,1e-06,0.060002,1e-06,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,6594,8,0.146699,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,48122.0,0.0,2138015749.0,0.0,0.0,0.0,64,17,64128.0,278.0,75.0,0.0,243.0,0.0,16,0.001713,0.0,0.0,0.0,2152,76,410.155076,0.001713,0.438135,0.001713,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
372,1,0,80.0,0.0,936962306.0,0.0,0.0,0.0,64,17,29056.0,74.0,1.0,276.0,367.0,0.0,24,0.0,0.0,0.0,0.0,2152,352,619.18706,0.001914,0.290865,0.001914,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,336,255,1,0
96,1,0,41298.0,0.0,2687074798.0,0.0,0.0,0.0,64,17,64128.0,529.0,75.0,0.0,571.0,0.0,16,0.001793,0.0,0.0,0.0,2152,76,961.696592,0.001793,0.05901,0.001793,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,3132,8,0.07309,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,247,1648.54486,0.014018,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,231,255,1,0
96,1,0,80.0,0.0,2793233635.0,0.0,0.0,0.0,64,17,65152.0,88.0,148.0,0.0,255.0,0.0,17,0.0,0.0,0.0,0.0,2152,76,428.145517,0.000228,0.093412,0.000228,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,1982,8,0.038846,5.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,1,0,37066.0,0.0,2499154080.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,74.0,975.0,0.0,24,0.0,0.0,0.0,1.0,2152,150,1644.231242,0.000349,0.016012,0.000349,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,134,255,142,0
181,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,161,574.343341,6.2e-05,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,145,255,1,0
96,1,0,80.0,0.0,1507075134.0,0.0,0.0,0.0,64,17,29056.0,74.0,1.0,0.0,439.0,0.0,16,0.190717,0.0,0.0,0.0,2152,76,736.948316,0.190717,0.383709,0.190717,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,1796,8,0.025402,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,1,0,36190.0,0.0,2441117129.0,0.0,0.0,0.0,64,17,64128.0,224.0,72.0,0.0,474.0,0.0,16,0.001626,0.0,0.0,0.0,2152,64,794.884613,0.001626,0.09851,0.001626,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,48,255,138,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,8431,8,0.175734,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,1,0,38564.0,0.0,3067889395.0,0.0,0.0,0.0,64,17,64128.0,225.0,73.0,0.0,600.0,0.0,16,0.001363,0.0,0.0,0.0,2152,64,1010.212034,0.001363,0.141143,0.001363,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,48,255,138,0
170,1,0,54300.0,0.0,3073111892.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,74.0,94.0,0.0,24,0.0,0.0,0.0,1.0,2152,150,157.973496,0.0,0.016069,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,134,255,142,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,4092,8,0.091347,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,37032.0,0.0,2289566613.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,0.0,931.0,0.0,16,0.00165,0.0,0.0,0.0,2152,76,1572.909982,0.00165,0.015458,0.00165,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,142,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,6266,8,0.132382,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,93,779.409774,0.013792,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,77,255,1,0
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,1175,8,0.003162,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,6557,8,0.146055,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,0,0,0,0,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,0,2995,8,0.067694,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,53644.0,0.0,371609730.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,0.0,373.0,0.0,16,0.001584,0.0,0.0,0.0,2152,76,629.685754,0.001584,0.144158,0.001584,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
170,1,0,38674.0,0.0,2832651214.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,74.0,356.0,0.0,24,0.0,0.0,0.0,1.0,2152,150,599.943356,0.0,0.016005,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,134,255,142,0
104,1,0,42914.0,0.0,0.0,0.0,0.0,0.0,64,17,64240.0,0.0,0.0,0.0,989.0,0.0,2,0.0,0.0,0.0,0.0,2152,84,1666.249884,0.001905,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,68,255,138,0
96,1,0,80.0,0.0,1192713543.0,0.0,0.0,0.0,64,17,65536.0,76.0,529.0,0.0,279.0,0.0,17,0.014177,0.0,0.0,0.0,2152,76,467.625099,0.014177,0.073749,0.014177,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
96,1,0,46286.0,0.0,2136746170.0,0.0,0.0,0.0,64,17,64128.0,277.0,74.0,0.0,823.0,0.0,16,0.002491,0.0,0.0,0.0,2152,76,1387.985016,0.002491,0.30654,0.002491,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,60,255,146,0
96,1,0,80.0,0.0,1801707335.0,0.0,0.0,0.0,64,17,29056.0,74.0,1.0,0.0,684.0,0.0,16,0.143791,0.0,0.0,0.0,2152,76,1153.662707,0.01558,0.288942,0.143791,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,60,255,1,0
97,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,77,1512.445768,0.591487,0.0,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,61,255,138,0
113,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2152,93,943.44925,0.01544,0.0,0.0,1,1,0,1,0.0,0.0,52,1,1,0,0,0,1,77,255,1,0
169,1,0,32896.0,0.0,2629697814.0,0.0,0.0,0.0,64,17,64256.0,1.0,1.0,73.0,632.0,0.0,24,0.0,0.0,0.0,1.0,2152,149,1063.012673,0.0,0.145578,0.0,1,1,1,1,0.0,0.0,52,1,1,0,0,0,1,133,255,146,0
